utterance,standard_bangla,intent,app,accent_region
কিউআর স্ক্যান করে পেমেন্ট রকেট,রকেট এ দোকানে পেমেন্ট করবো কিভাবে,merchant_payment,rocket,Standard
বিকাশ পিন নাম্বার বদলাইতাম খিলান,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Sylhet
নগদ পিন নাম্বার বদলাইতাম খিলান,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Sylhet
রকেট পিন নাম্বার বদলাইতাম খিলান,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Sylhet
পিন চেঞ্জ মারমু বিকাশ এ,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Sylhet
পিন চেঞ্জ মারমু নগদ এ,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Sylhet
পিন চেঞ্জ মারমু রকেট এ,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Sylhet
নতুন পিন দিতাম বিকাশ,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Sylhet
নতুন পিন দিতাম নগদ,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Sylhet
নতুন পিন দিতাম রকেট,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Sylhet
বিকাশ পিন নম্বর বদলাইয়ুম কেনে,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Chittagong
নগদ পিন নম্বর বদলাইয়ুম কেনে,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Chittagong
রকেট পিন নম্বর বদলাইয়ুম কেনে,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Chittagong
পিন চেঞ্জ গইত্তাম বিকাশ,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Chittagong
পিন চেঞ্জ গইত্তাম নগদ,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Chittagong
পিন চেঞ্জ গইত্তাম রকেট,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Chittagong
নতুন পিন সেট গইত্তাম বিকাশ,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Chittagong
নতুন পিন সেট গইত্তাম নগদ,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Chittagong
নতুন পিন সেট গইত্তাম রকেট,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Chittagong
বিকাশ পিন নম্বর বদলাইয়ামু ক্যানভে,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Noakhali
নগদ পিন নম্বর বদলাইয়ামু ক্যানভে,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Noakhali
রকেট পিন নম্বর বদলাইয়ামু ক্যানভে,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Noakhali
পিন চেঞ্জ করনের উপায় বিকাশ,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Noakhali
পিন চেঞ্জ করনের উপায় নগদ,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Noakhali
পিন চেঞ্জ করনের উপায় রকেট,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Noakhali
নতুন পিন দিমু বিকাশ,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Noakhali
নতুন পিন দিমু নগদ,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Noakhali
নতুন পিন দিমু রকেট,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Noakhali
বিকাশ পিন নম্বর বদলামু কেমনে,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Barishal
নগদ পিন নম্বর বদলামু কেমনে,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Barishal
রকেট পিন নম্বর বদলামু কেমনে,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Barishal
পিন পিন পাল্টামু বিকাশ এ,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Barishal
পিন পিন পাল্টামু নগদ এ,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Barishal
পিন পিন পাল্টামু রকেট এ,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Barishal
নতুন পিন দেকমু বিকাশ,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Barishal
নতুন পিন দেকমু নগদ,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Barishal
নতুন পিন দেকমু রকেট,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Barishal
বিকাশ পিন নম্বর বদলান লাগব,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Mymensingh
নগদ পিন নম্বর বদলান লাগব,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Mymensingh
রকেট পিন নম্বর বদলান লাগব,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Mymensingh
পিন পাল্টানের নিয়ম বিকাশ,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Mymensingh
পিন পাল্টানের নিয়ম নগদ,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Mymensingh
পিন পাল্টানের নিয়ম রকেট,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Mymensingh
নতুন পিন সেট করুম বিকাশ,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Mymensingh
নতুন পিন সেট করুম নগদ,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Mymensingh
নতুন পিন সেট করুম রকেট,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Mymensingh
বিকাশ পিন নম্বর পরিবর্তন করবো কিভাবে,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Standard
নগদ পিন নম্বর পরিবর্তন করবো কিভাবে,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Standard
রকেট পিন নম্বর পরিবর্তন করবো কিভাবে,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Standard
বিকাশ পিন চেঞ্জ করার নিয়ম,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Standard
নগদ পিন চেঞ্জ করার নিয়ম,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Standard
রকেট পিন চেঞ্জ করার নিয়ম,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Standard
নতুন পিন সেট করার উপায় বিকাশ,বিকাশ এ পিন পরিবর্তন করবো কিভাবে,pin_change,bkash,Standard
নতুন পিন সেট করার উপায় নগদ,নগদ এ পিন পরিবর্তন করবো কিভাবে,pin_change,nagad,Standard
নতুন পিন সেট করার উপায় রকেট,রকেট এ পিন পরিবর্তন করবো কিভাবে,pin_change,rocket,Standard
